track_id,track_name,track_artist,track_popularity,track_album_release_date,danceability,energy,key,loudness,mode,valence,tempo,duration_ms,song_percentile,duration_min
2xE16muNCmhZwSOv3i1d1H,Mood Swings,A Boogie Wit da Hoodie,76,2019-09-13,0.943,0.664,4,-5.952,0,0.93,120.051,156893,93.45957756737072,2.6148833333333332
6i9ToXS6CAfjpp8veBklg1,Café,Vitão,76,2019-03-08,0.776,0.5,11,-4.788,1,0.491,92.027,190435,93.45957756737072,3.1739166666666665
3O8X1DE9btbzy4UH9cSX9a,Borderline,Tame Impala,76,2019-04-12,0.598,0.71,0,-6.839,0,0.726,97.976,274294,93.45957756737072,4.5715666666666666
7yfi8B8opXjnRh4VZnOkz9,Cool,Jonas Brothers,76,2019-06-07,0.683,0.598,0,-5.487,1,0.62,78.969,167107,93.45957756737072,2.7851166666666667
2JbPEAf12Ju2CxSIoZC89d,Tutto Questo Sei Tu,Ultimo,76,2019-12-13,0.45,0.514,2,-5.571,1,0.421,161.973,245053,93.45957756737072,4.084216666666666
4SpV49wwekArulAVjEez3i,BRAVI A CADERE - I polmoni,Marracash,76,2019-10-31,0.608,0.693,5,-5.676,0,0.276,95.005,200214,93.45957756737072,3.3369
3EludUFeAoJAwSixWGG5Wg,Wrong,Luh Kel,76,2019-04-05,0.745,0.728,0,-3.39,1,0.39,120.099,130876,93.45957756737072,2.1812666666666667
4HUZBG98TYbxSR9V1V2DWS,Tudo Ok,Thiaguinho MT,76,2019-11-15,0.814,0.755,11,-6.164,0,0.963,79.975,178500,93.45957756737072,2.975
3UYiU57SMiAS5LqolhHJw1,Shameless,Camila Cabello,76,2019-09-05,0.377,0.651,4,-5.437,0,0.0851,129.698,219742,93.45957756737072,3.6623666666666668
1z1XegUChLLQfcbtIK8ABn,Body Back (feat. Maia Wright),Gryffin,75,2019-10-18,0.686,0.83,8,-4.437,1,0.486,123.032,214634,92.52731245447924,3.5772333333333335
70YPzqSEwJvAIQ6nMs1cjY,In Your Arms (with X Ambassadors),ILLENIUM,75,2019-08-16,0.404,0.806,2,-4.75,1,0.112,148.036,220730,92.52731245447924,3.6788333333333334
6y1UtRcHQU07aUs3oxZ8Yn,Sorry,Joel Corry,75,2019-04-05,0.744,0.79,8,-4.617,0,0.847,125.002,188640,92.52731245447924,3.144
79Vz5MNH7Qe4F7hPKT8tPz,BLUE,Tiësto,75,2019-12-13,0.744,0.725,11,-6.055,1,0.904,118.034,167859,92.52731245447924,2.79765
1yAPglN5AGf7UoLK062ZYq,Wish You Well,Sigala,75,2019-05-24,0.669,0.895,5,-3.787,0,0.576,124.964,205653,92.52731245447924,3.42755
36orMWv2PgvnzXsd5CJ0yL,Post Malone (feat. RANI),Sam Feldt,75,2019-08-16,0.59,0.642,7,-3.87,1,0.651,107.356,174444,92.52731245447924,2.9074
5naYe7rLMZcLfO1DKg48MK,All Day And Night,Jax Jones,75,2019-07-12,0.567,0.765,1,-4.107,0,0.541,121.924,169467,92.52731245447924,2.82445
4ESPuOrSsRcBISzcMlzmY5,Sad (feat. Afrojack),Chico Rose,75,2019-08-30,0.717,0.716,3,-5.485,0,0.206,125.064,161280,92.52731245447924,2.688
5WrEilrRI5cIW0DxMvQYPZ,Jopping,SuperM,75,2019-10-04,0.74,0.835,10,-3.425,0,0.535,123.024,251293,92.52731245447924,4.1882166666666665
3O0e0LHTpza0rYVDbZfQ4r,Can We Pretend (feat. Cash Cash),P!nk,75,2019-04-11,0.524,0.806,1,-3.447,0,0.45,115.172,224360,92.52731245447924,3.739333333333333
7tQ24skemknA6PPh6gwFi1,Mejores Amigos,Yera,75,2019-09-26,0.624,0.74,4,-6.965,1,0.905,89.983,205369,92.52731245447924,3.422816666666667
6N22FZs2ZhPBYi3b9XPajV,Still Don't Know My Name,Labrinth,75,2019-10-04,0.314,0.63,5,-5.963,1,0.312,88.244,153294,92.52731245447924,2.5549
00Z0GIRi0l7WqQnQJCo5S2,Don't Let It Break Your Heart - Single Edit,Louis Tomlinson,75,2019-11-23,0.362,0.708,10,-4.046,1,0.513,166.31,196160,92.52731245447924,3.2693333333333334
7hzlzoOwCZ4D3Ow5YZK4kj,Insomnia,Daya,75,2019-03-08,0.754,0.653,7,-5.095,1,0.379,123.084,179746,92.52731245447924,2.9957666666666665
0L1IszgjzIZRBENyHJTQms,Dear Society,Madison Beer,75,2019-05-17,0.65,0.594,7,-6.374,0,0.416,145.944,179577,92.52731245447924,2.99295
3Lp8Xd2K7TwlY32SPvXkvF,Lonely,Noah Cyrus,75,2019-09-27,0.594,0.26,5,-9.062,1,0.303,84.648,144387,92.52731245447924,2.40645
68rVGSTnCiFOET9k5Vd8Se,parents,YUNGBLUD,75,2019-10-18,0.618,0.823,7,-4.76,1,0.58,82.004,171880,92.52731245447924,2.8646666666666665
3JERoo6pokCgQ81z79Jpmo,That's Tuff (feat. Quavo),Rich The Kid,75,2019-12-06,0.903,0.636,10,-4.313,0,0.308,137.993,154000,92.52731245447924,2.566666666666667
6piAUJJQFD8oHDUr0b7l7q,VALENTINO,24kGoldn,75,2019-11-22,0.747,0.717,9,-4.841,0,0.523,150.965,179133,92.52731245447924,2.98555
54yCP5dfn4uvU5h37aE8f4,Out Of Your Mind (feat. Swae Lee & Chris Brown),French Montana,75,2019-12-06,0.718,0.882,4,-4.677,0,0.611,95.005,194171,92.52731245447924,3.2361833333333334
6ya8ejoKgw906Y8LWclqrp,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,75,2019-02-15,0.671,0.833,5,-5.152,0,0.702,79.351,233278,92.52731245447924,3.887966666666667
4XiGKQqbmnMVxDzUj6j3f2,Worth It,YK Osiris,75,2019-02-08,0.764,0.528,5,-4.082,0,0.422,123.936,189253,92.52731245447924,3.1542166666666667
2sqsNXfN0HtgDEgaHXiUTa,Won't Be Late (feat. Drake),Swae Lee,75,2019-08-16,0.915,0.588,7,-6.302,0,0.329,123.936,218710,92.52731245447924,3.645166666666667
1s0nANz8q6gEZOms034GbU,PHANTOM,reezy,75,2019-10-25,0.866,0.533,0,-7.512,0,0.325,88.993,170227,92.52731245447924,2.8371166666666667
6WSwle8wTdJhOGEukwTxWf,95 BPM,Samra,75,2019-12-09,0.641,0.869,7,-2.953,1,0.581,94.528,154105,92.52731245447924,2.568416666666667
5FDCDBFDKpf7TLzDx6r2Lp,Big Boy Diamonds (feat. Kodak Black & London on Da Track),Gucci Mane,75,2019-10-18,0.883,0.635,0,-6.284,0,0.542,129.042,151482,92.52731245447924,2.5247
2f237byd0A2w0fLlnVDOV4,Patek,Ozuna,75,2019-11-29,0.839,0.554,0,-6.124,1,0.727,139.952,249733,92.52731245447924,4.162216666666667
38kLHBjtWJaPXcyFhwRVtI,Kemba Walker,Eladio Carrion,75,2019-08-06,0.832,0.59,8,-7.168,0,0.596,146.939,152960,92.52731245447924,2.5493333333333332
64IRsSyqwD0CBbFAfrR0rT,Mami,Paloma Mami,75,2019-12-10,0.8,0.717,3,-6.354,0,0.513,95.018,194526,92.52731245447924,3.2421
08ilexedmUuccTWTeK7Dvb,"John C: Bzrp Music Sessions, Vol. 18",Bizarrap,75,2019-11-20,0.698,0.714,11,-6.178,1,0.864,112.856,133692,92.52731245447924,2.2282
4GssB27iJeqmfGxS94Tfij,Popular Monster,Falling In Reverse,75,2019-11-20,0.461,0.897,3,-3.982,0,0.358,165.107,220537,92.52731245447924,3.6756166666666665
6ADPydLM8fmi6fjO9ZXAb8,Forest Rain,Rain Recordings,75,2019-09-06,0.0771,1,3,-16.54,0,1e-5,171.623,170000,92.52731245447924,2.8333333333333335
65HT0L2eAtvbH56XrJqPbf,Pegao,CNCO,75,2019-10-11,0.73,0.725,0,-6.446,1,0.571,95.061,204000,92.52731245447924,3.4
7knLcYCOSaURD0d7HUULFM,COMO UN BEBÉ,J Balvin,75,2019-06-28,0.825,0.807,6,-5.753,1,0.816,103.053,218827,92.52731245447924,3.647116666666667
0KzhyaVtr2v4J9GVdMgCk0,Gangsta,Darkoo,75,2019-11-08,0.708,0.649,0,-7.961,1,0.595,200.125,216000,92.52731245447924,3.6
6z8sQFj47s9ZG0Ls1k9Gct,Dime tú,Danny Ocean,75,2019-10-25,0.831,0.648,2,-8.433,1,0.171,117.98,210302,92.52731245447924,3.5050333333333334
5lwVd35Zg6DJ4qibVMq99H,Date La Vuelta,Luis Fonsi,75,2019-04-24,0.747,0.825,6,-2.903,1,0.866,94.006,219773,92.52731245447924,3.6628833333333333
6rXxAohZzTDsP5KT3IDFIU,Cúrame (feat. Manuel Turizo),Prince Royce,75,2019-06-07,0.758,0.629,10,-5.579,1,0.575,97.006,203923,92.52731245447924,3.3987166666666666
0mlAOSILGRys2IbvyOT5VJ,Échame La Culpa,Luis Fonsi,75,2019-02-01,0.733,0.897,0,-3.652,1,0.649,96.006,173800,92.52731245447924,2.8966666666666665
09oZ9eXQ2fo6YDrPzJqAoP,Outta My Head (with John Mayer),Khalid,75,2019-04-05,0.729,0.545,0,-7.818,1,0.514,103.012,177067,92.52731245447924,2.9511166666666666
6Dma0t0hOe6Bd6u5YRKF3n,"No New Friends (feat. Sia, Diplo, and Labrinth)",Sia,75,2019-04-12,0.725,0.703,7,-4.641,1,0.638,106.032,175827,92.52731245447924,2.93045
2ohqtT8jp5VeSBAtBEpSqA,Toxico,Brytiago,75,2019-11-15,0.86,0.63,7,-5.837,1,0.596,90.028,195667,92.52731245447924,3.2611166666666667
0mcBgVRVsvESTkEyVHt7Ue,No Vuelvas Más,Darell,75,2019-12-06,0.866,0.602,11,-5.236,1,0.836,95.016,239093,92.52731245447924,3.9848833333333333
0UfVfRSmy4xMyi67LKH5zZ,"La Isla (with Sech & Dalex feat. Justin Quiles, La Exce, Feid, Zion)",Dimelo Flow,75,2019-11-29,0.794,0.777,5,-2.457,0,0.811,90.032,266774,92.52731245447924,4.446233333333334
4dqoJHdxf9Ez4DDqGh2PBc,Ya No Mas,Fer Palacio,75,2019-03-21,0.795,0.676,6,-6.429,1,0.882,100.045,158447,92.52731245447924,2.6407833333333333
7DOh0tBGnyMt6C5OO7o8Yq,Nada,Cazzu,75,2019-06-03,0.898,0.543,6,-8.317,0,0.359,98.992,305114,92.52731245447924,5.085233333333333
71pEiUWwfDFiRO6RmFpnBf,MOJAITA,J Balvin,75,2019-06-28,0.45,0.842,0,-3.602,1,0.885,172.069,187333,92.52731245447924,3.1222166666666666
7f5trao56t7sB7f14QDTmp,Juicy (feat. Tyga),Doja Cat,75,2019-11-07,0.786,0.652,0,-2.607,1,0.483,170.031,203093,92.52731245447924,3.3848833333333332
3X6KN4WFgPYBETFMMX675P,NIGHTTIME (Interlude),Russ,75,2019-12-13,0.823,0.556,5,-5.883,0,0.879,142,189867,92.52731245447924,3.16445
31m40qBxoj4iMSnQLkq8nP,Netflix & Chill,Fredo,75,2019-11-08,0.859,0.619,6,-9.434,1,0.631,132.01,221818,92.52731245447924,3.6969666666666665
2n1oPHJVMPWJkjgHwVcksY,Must Be,J Hus,75,2019-11-08,0.544,0.677,6,-5.011,1,0.601,90.701,207975,92.52731245447924,3.46625
2SasoXZyv82yYgHiVOvxQn,On God,Kanye West,75,2019-10-25,0.41,0.886,9,-4.413,0,0.393,72.577,136351,92.52731245447924,2.2725166666666667
3f9Mzvd3URfbbIJBX4pz9Z,Phone Numbers,Dominic Fike,75,2019-07-04,0.884,0.539,1,-6.389,0,0.776,85.008,146827,92.52731245447924,2.4471166666666666
6oEVnWKgPqIEPc53OYDNqG,Could've Been (feat. Bryson Tiller),H.E.R.,75,2019-08-30,0.455,0.352,1,-11.733,0,0.407,103.342,252747,92.52731245447924,4.21245
600oiqLkQIJ85HvQGIQWvO,The Last Time,The Script,75,2019-11-08,0.521,0.746,5,-3.421,1,0.15,132.014,196107,92.52731245447924,3.26845
2YJ7tTicU1vUmUjYNJROrv,BOYFREN,LoveLeo,75,2019-11-15,0.842,0.368,1,-7.324,1,0.713,79.96,136956,92.52731245447924,2.2826
3RIgHHpnFKj5Rni1shokDj,Norman fucking Rockwell,Lana Del Rey,75,2019-08-30,0.218,0.215,5,-12.49,1,0.138,76.74,248934,92.52731245447924,4.1489
1ZDmxwg7Lywlx68b7SsJjj,MEGATRON,Nicki Minaj,75,2019-06-21,0.893,0.641,1,-3.051,1,0.771,94.017,190747,92.52731245447924,3.179116666666667
1MCSc1ZxlwV5muFXKocAnW,Barrio,Mahmood,75,2019-08-30,0.804,0.702,11,-6.553,0,0.575,122.027,165246,92.52731245447924,2.7541
1qMx707PFdFXdwLvcUTNz3,Non Avere Paura,Tommaso Paradiso,75,2019-09-25,0.568,0.678,0,-6.185,1,0.241,104.992,247478,92.52731245447924,4.124633333333334
22zxLxXlXrBIm7XaazHNrg,Hold On (feat. Michel Zitron),Martin Garrix,75,2019-12-27,0.422,0.711,2,-4.809,0,0.321,128.066,244453,92.52731245447924,4.074216666666667
3H7ihDc1dqLriiWXwsc2po,Breaking Me,Topic,75,2019-12-19,0.789,0.72,8,-5.652,0,0.664,122.031,166794,92.52731245447924,2.7799
6X0XdIcgwfVa9orJnDMQB0,Parabéns,Pabllo Vittar,75,2019-10-17,0.723,0.856,1,-5.596,1,0.688,170.106,136844,92.52731245447924,2.2807333333333335
49pu85144Xir6PgWjeyJhG,Flor Que Se Cheira - Ao Vivo,Guilherme & Benuto,75,2019-03-18,0.68,0.759,2,-5.254,0,0.797,117.827,161375,92.52731245447924,2.689583333333333
3OTSBoYKO7HzGVj8Bu2OH9,All the Time,Zara Larsson,74,2019-06-21,0.665,0.799,6,-2.868,0,0.5,101.976,228112,91.52221412964312,3.8018666666666667
6pooRNiLyYpxZeIA5kJ5EX,Good Things Fall Apart (with Jon Bellion),ILLENIUM,74,2019-05-13,0.643,0.594,2,-5.453,1,0.442,144.033,216668,91.52221412964312,3.6111333333333335
4YhN72dRYL2Z3MsaKyT7rS,Stay (Don't Go Away) [feat. Raye],David Guetta,74,2019-05-09,0.669,0.797,9,-5.68,0,0.552,119.865,185943,91.52221412964312,3.09905
5uHl2eYaITSX6xEX8bmaXy,Adios,EVERGLOW,74,2019-08-19,0.633,0.706,10,-5.137,0,0.399,128.187,189147,91.52221412964312,3.15245
7bsqRe39lKOYX45FZpzP9o,Fuera De Mi Mente,Lérica,74,2019-11-05,0.741,0.94,1,-2.068,1,0.702,93.994,181433,91.52221412964312,3.0238833333333335
1HpzOCZbNWzxvvXfSGtSrX,Find U Again (feat. Camila Cabello),Mark Ronson,74,2019-05-30,0.605,0.664,8,-7.162,1,0.164,103.997,176417,91.52221412964312,2.9402833333333334
2plLJpUcYPFrl1sW2pMG63,Lights Up,Harry Styles,74,2019-10-11,0.585,0.62,3,-8.09,0,0.281,101.939,172227,91.52221412964312,2.87045
0LcNMuOiULmxJK3bdHTfDF,Missing You,The Vamps,74,2019-04-19,0.537,0.647,2,-7.37,1,0.531,79.77,214987,91.52221412964312,3.5831166666666667
2x3HyOx0Jd9MnlnAQRtIL3,Kissing Other People,Lennon Stella,74,2019-11-01,0.699,0.663,2,-5.697,1,0.379,94.042,161627,91.52221412964312,2.693783333333333
3707IBa4HnS3zDDoWfeUBl,I Warned Myself,Charlie Puth,74,2019-08-21,0.488,0.311,10,-11.467,0,0.579,184.112,159783,91.52221412964312,2.66305
1Pj5oOFzLYELyyeh1IYRK0,Undrunk,FLETCHER,74,2019-08-16,0.613,0.579,5,-6.484,1,0.551,91.863,183428,91.52221412964312,3.0571333333333333
0eHFPf7gom9ztF7Jc6FP6C,What I Please (feat. Denzel Curry),Smokepurpp,74,2019-12-11,0.803,0.709,10,-8.164,0,0.54,139.877,140591,91.52221412964312,2.343183333333333
4B7fTyj1FIPvP9tT5X3DnR,Behind Barz - Bonus,Drake,74,2019-09-13,0.854,0.554,8,-4.684,1,0.272,142.069,163121,91.52221412964312,2.7186833333333333
2B9wgj9XzbJZLty03PRbVo,Bezerk (feat. A$AP Ferg),Big Sean,74,2019-08-26,0.684,0.687,2,-4.673,1,0.265,184.026,151067,91.52221412964312,2.5177833333333335
2B1hRfTwS9HtP1MxAma1nu,STAR,Nimo,74,2019-12-19,0.797,0.802,5,-4.797,0,0.637,108.048,162173,91.52221412964312,2.7028833333333333
4ktwDUoKdVlk50lUlSIMEY,Swish,Summer Cem,74,2019-11-08,0.761,0.715,1,-6.689,1,0.655,174.042,193253,91.52221412964312,3.2208833333333335
7CzSP7spDpZBP8edbtPIwI,Unnormal,RAF Camora,74,2019-11-01,0.658,0.73,10,-6.002,0,0.447,88.894,199875,91.52221412964312,3.33125
0b9tA3TNHCzfbTh9mGloNx,Seele,Azet,74,2019-11-06,0.933,0.524,11,-6.418,0,0.296,102.014,134799,91.52221412964312,2.24665
2L0H5LWEuIAvrzfzTruyCB,Tiffany,Shindy,74,2019-12-06,0.796,0.631,1,-7.343,1,0.534,155.985,178649,91.52221412964312,2.9774833333333333
5wfyoR8XOkw45QRtFOoxyi,Professor X,Dave,74,2019-09-13,0.891,0.675,2,-6.892,1,0.562,127.012,217705,91.52221412964312,3.628416666666667
1KjQPDJQCUuqDj3AmfSBCa,CAPO,NLE Choppa,74,2019-03-22,0.617,0.953,2,-4.162,1,0.594,154.964,192200,91.52221412964312,3.203333333333333
0OsYwz3SCLD98IvWfdLeRQ,Shotta Flow 3,NLE Choppa,74,2019-07-19,0.722,0.716,8,-5.258,0,0.799,128,181238,91.52221412964312,3.0206333333333335
4KilYheWwxakB1L43ECTeP,Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,74,2019-10-03,0.795,0.634,5,-8.771,0,0.39,97.512,164302,91.52221412964312,2.738366666666667
5mn8bU8IjYqr8ZqTDmLtSO,Bossoli,Shiva,74,2019-09-05,0.825,0.655,5,-8.475,0,0.8,145.045,178759,91.52221412964312,2.9793166666666666
4tchNSV4eZQ9vG4GNA4iJa,Holly & Benji (feat. Capo Plaza & Shiva),AVA,74,2019-12-13,0.42,0.787,11,-6.206,0,0.498,78.44,220127,91.52221412964312,3.6687833333333333
7gRPkCEa3YMaxET5ZYT7Ni,occh1 purpl3 - feat. Marracash,tha Supreme,74,2019-11-15,0.66,0.809,2,-4.837,1,0.547,133.922,187822,91.52221412964312,3.1303666666666667
5KFx45L84KmBINWLh6TEiL,Demasiado Tarde,Micro Tdh,74,2019-11-11,0.823,0.556,6,-7.141,1,0.557,129.985,271548,91.52221412964312,4.5258
0uIfrUwwg0Z7KTitul7E3T,YO LE LLEGO,J Balvin,74,2019-06-28,0.785,0.792,9,-4.695,0,0.528,155.036,249600,91.52221412964312,4.16
2J3jxgfp6GWoBsMPIa20oC,Gan-Ga,Bryant Myers,74,2019-07-26,0.856,0.523,6,-7.5,0,0.378,89.912,194700,91.52221412964312,3.245
3YntiCUU0Xqq0B68FM3YAt,Rutina,Myke Towers,74,2019-12-13,0.834,0.75,1,-2.799,1,0.858,95.98,217227,91.52221412964312,3.62045
5PDoWY5Av2Ba3rWIdY9Ij0,Party (feat. A Boogie Wit da Hoodie),Paulo Londra,74,2019-09-26,0.906,0.672,10,-6.771,0,0.793,105.977,210316,91.52221412964312,3.5052666666666665
4pCEIQ6wBVuaJdER5bALtO,That's a Rack,Lil Uzi Vert,74,2019-04-09,0.852,0.432,1,-8.04,0,0.258,140.042,236571,91.52221412964312,3.94285
30cW9fD87IgbYFl8o0lUze,Perfect (feat. Haris),Lucas & Steve,74,2019-10-11,0.751,0.657,6,-4.642,1,0.532,118.029,176517,91.52221412964312,2.94195
3c7U2Kj8YL8BquVmEhybCR,Si por mi fuera,Beret,74,2019-10-21,0.701,0.748,2,-5.717,1,0.875,150.078,208824,91.52221412964312,3.4804
3bDD7GGvIzAZeHz2TOYD3A,Mami,Piso 21,74,2019-08-09,0.718,0.695,4,-4.067,0,0.692,177.909,229504,91.52221412964312,3.825066666666667
1Kjer1JoWuJGNwGV6Pbgv1,Cristina,Sebastian Yatra,74,2019-03-22,0.649,0.502,5,-4.368,1,0.695,87,202040,91.52221412964312,3.3673333333333333
00Ia46AgCNfnXjzgH8PIKH,Latina (feat. Maluma),Reykon,74,2019-05-31,0.826,0.713,9,-4.017,0,0.75,102.071,226739,91.52221412964312,3.778983333333333
07L6tEZIfCX3GZAWCpGj0e,22,TINI,74,2019-05-03,0.704,0.643,1,-4.705,0,0.806,176.038,159188,91.52221412964312,2.6531333333333333
3AnFYXJMTNJtQUwsJWmTK4,Mañana Es Too Late,Jesse & Joy,74,2019-04-12,0.71,0.772,11,-3.291,0,0.867,183.957,195213,91.52221412964312,3.25355
6ifUES3keWjwXgae8pXI3o,Me Rehúso,Danny Ocean,74,2019-03-22,0.744,0.804,1,-6.327,1,0.426,104.823,205715,91.52221412964312,3.4285833333333335
2vrpcQNg6itmgVZWsNjWe0,Un Año,Sebastian Yatra,74,2019-04-12,0.773,0.378,1,-7.062,0,0.513,94.946,163813,91.52221412964312,2.7302166666666667
1abFkY2jm6KDFMZ7RD9YJh,Painkiller,Ruel,74,2019-04-30,0.675,0.414,5,-6.508,1,0.439,128.927,213598,91.52221412964312,3.5599666666666665
2QrXzOqLCVDRZHkToA0tSR,Never Go Back,Dennis Lloyd,74,2019-02-15,0.421,0.653,9,-4.85,0,0.733,78.6,175424,91.52221412964312,2.9237333333333333
4yb5Z9dwnKhO9gC0AZQYDe,Boomshakalaka,Dimitri Vegas & Like Mike,74,2019-11-29,0.727,0.824,1,-2.983,1,0.805,96.063,211920,91.52221412964312,3.532
4tRFdhdqMUkGfnAkis3lNv,Eres Tú,Matisse,74,2019-04-05,0.566,0.486,9,-8.583,1,0.349,145.923,218232,91.52221412964312,3.6372
6EWWkqE4aFlZRyoFwwOT8u,Pa Los Gustos Los Colores,Javiielo,74,2019-08-17,0.742,0.684,9,-5.828,1,0.411,80.034,139810,91.52221412964312,2.3301666666666665
1IDFcb3cjkj2dhv3UaxX9b,De Tranquilote,Danny Romero,74,2019-06-28,0.682,0.669,2,-7.15,1,0.889,79.929,177208,91.52221412964312,2.9534666666666665
660eekzsNZ7sdATvfIsAkR,"Fuego (with Sean Paul & Anitta, feat. Tainy)",DJ Snake,74,2019-07-25,0.819,0.859,8,-6.264,1,0.612,104.906,195429,91.52221412964312,3.25715
7cz506PyIgh2bMN90Mc8Tn,Boasty (feat. Idris Elba),Wiley,74,2019-01-22,0.887,0.765,2,-5.207,1,0.456,102.958,177186,91.52221412964312,2.9531
1ghvzmzpx2nnrbx7wtpMgo,Cyber Sex,Doja Cat,74,2019-11-07,0.917,0.657,8,-5.716,1,0.818,131.03,165733,91.52221412964312,2.7622166666666668
6xW2g0c5uSoa3S6xk9eI4j,W (feat. Gunna),Koffee,74,2019-11-26,0.856,0.721,6,-6.813,0,0.902,100.98,230151,91.52221412964312,3.83585
7oBW80497A8axagr4aC9U6,Finer Things,Polo G,74,2019-06-07,0.506,0.45,2,-12.565,1,0.131,177.978,182387,91.52221412964312,3.0397833333333333
5lN7UtvhpwEHzifSjKw3z2,Woah (feat. D3Mstreet),KRYPTO9095,74,2019-03-29,0.888,0.522,1,-8.936,1,0.623,144.011,123373,91.52221412964312,2.056216666666667
5zXmmhtXrhDbYnScaYpqZg,Imported (with 6LACK),Jessie Reyez,74,2019-04-09,0.726,0.636,7,-3.615,1,0.362,111.097,225040,91.52221412964312,3.7506666666666666
1opARDDYaOeE1QUdwXmBGu,Caught Up (feat. Khalid),Majid Jordan,74,2019-07-24,0.678,0.438,9,-8.847,0,0.501,81.498,247546,91.52221412964312,4.125766666666666
1PoJXULCvl03b1fiZmMxmd,On The Low,Burna Boy,74,2019-07-25,0.816,0.781,1,-4.237,0,0.937,99.95,185899,91.52221412964312,3.098316666666667
5ug4vqGZ3eisGhY1IsziNX,Best Part of Me (feat. YEBBA),Ed Sheeran,74,2019-07-05,0.565,0.242,2,-8.367,1,0.237,81.657,243267,91.52221412964312,4.05445
6w8pFOKn42O418qwcQElZ3,Waves,Dean Lewis,74,2019-03-22,0.518,0.729,11,-7.193,0,0.343,156.879,240013,91.52221412964312,4.000216666666667
1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,Sasha Sloan,74,2019-06-28,0.629,0.327,11,-8.285,1,0.381,74.953,197732,91.52221412964312,3.295533333333333
0NRP5OIrTcgGvttJlSLO0n,Até o céu,Anitta,74,2019-12-20,0.628,0.874,1,-1.818,0,0.691,81.967,166829,91.52221412964312,2.780483333333333
7nDFTHHwfe32a8qdp9XqPy,False Confidence,Noah Kahan,74,2019-06-14,0.414,0.663,6,-7.77,1,0.33,108.98,223400,91.52221412964312,3.723333333333333
1iiehnBysGi59zXYXIuKQD,I Hope You’re Happy Now,Carly Pearce,74,2019-09-27,0.591,0.815,10,-4.725,1,0.306,118.024,198689,91.52221412964312,3.3114833333333333
23zJcKwLf5CeaKVbFhrWgF,A Palé,ROSALÍA,74,2019-11-07,0.63,0.409,0,-8.83,0,0.332,122.848,143773,91.52221412964312,2.3962166666666667
6dPyzkyZwoj9LqjQXOFdVv,Press,Cardi B,74,2019-05-31,0.888,0.525,1,-5.665,1,0.243,133.983,143792,91.52221412964312,2.396533333333333
0sHc1EEeOnmgjP6QmsR7px,Should've Said It,Camila Cabello,74,2019-12-06,0.666,0.549,5,-5.781,0,0.596,98.014,200626,91.52221412964312,3.3437666666666668
6hLkeOMrhZ2CMLBp2of576,Wanted,OneRepublic,74,2019-09-06,0.668,0.534,1,-6.586,1,0.711,145.816,136248,91.52221412964312,2.2708
6S5dMjMifQYmyTu1mX4f8P,Blame,Bryson Tiller,74,2019-07-26,0.73,0.38,11,-8.558,0,0.323,114.973,127029,91.52221412964312,2.11715
3kySOLOrkLeOPvu3HXEgVz,Teu Segredo - Ao Vivo,Vou pro Sereno,74,2019-08-30,0.5,0.672,9,-7.363,1,0.538,80.479,182861,91.52221412964312,3.0476833333333335
1AfNdxHdE4OLcnQUyC6j3i,Eterna Sacanagem,MC JottaPê,74,2019-10-18,0.558,0.675,8,-4.564,1,0.769,92.678,168800,91.52221412964312,2.8133333333333335
6aoGtdWXBkYQ2O2wnyIz2x,Not Ok,Kygo,73,2019-05-23,0.618,0.66,11,-8.14,0,0.408,105,210944,90.721048798252,3.5157333333333334
7JCi89HGiURxFpr6NITY7q,Snapping,CHUNG HA,73,2019-06-24,0.751,0.726,8,-3.499,0,0.581,104.914,213164,90.721048798252,3.5527333333333333
40nPimvmG05WYS7983bawZ,Cry for Me,Camila Cabello,73,2019-10-04,0.721,0.805,9,-4.134,0,0.653,118.058,189133,90.721048798252,3.1522166666666664
7DoNtK2gVFRwJh0hkHe5wQ,Easy,Camila Cabello,73,2019-12-06,0.574,0.593,4,-5.731,0,0.355,128.073,194686,90.721048798252,3.2447666666666666
2ogKhhoMClkFXek7ZgxAhN,Shameless,Camila Cabello,73,2019-12-06,0.377,0.651,4,-5.437,0,0.0851,129.698,219742,90.721048798252,3.6623666666666668
3AHqaOkEFKZ6zEHdiplIv7,Tokyo Drifting (with Denzel Curry),Glass Animals,73,2019-11-13,0.708,0.496,8,-8.175,0,0.412,128.914,217693,90.721048798252,3.628216666666667
2vdBo4ALPYbHRUPKgtE5iC,ghostin,Ariana Grande,73,2019-02-08,0.287,0.364,9,-8.295,1,0.11,103.777,271467,90.721048798252,4.52445
78rFhTXf81WtRS7Ubl2f4V,Lucky,Chelsea Cutler,73,2019-11-01,0.78,0.261,2,-9.626,1,0.639,92.107,148987,90.721048798252,2.4831166666666666
2flxduIqEbsicdmPyj1WVW,Imagination,Foster The People,73,2019-06-21,0.744,0.642,2,-4.6,0,0.63,94.988,256267,90.721048798252,4.271116666666667
050ud0e5cmIYjmXplDugVQ,Ready Set (feat. Big Sean),Kash Doll,73,2019-10-18,0.849,0.62,4,-5.921,0,0.481,96.005,165375,90.721048798252,2.75625
